Time from Pickup to Arrival,Order No
670,Order_No_24286
2459,Order_No_8191
1596,Order_No_11609
1355,Order_No_3621
1533,Order_No_18538
1639,Order_No_23813
1031,Order_No_24400
133,Order_No_3036
1178,Order_No_14680
2326,Order_No_11980
1046,Order_No_25406
1449,Order_No_7487
2165,Order_No_8675
1349,Order_No_22026
2278,Order_No_7556
2680,Order_No_6553
851,Order_No_20548
2046,Order_No_11094
1404,Order_No_20022
1412,Order_No_25836
1123,Order_No_18235
2263,Order_No_10943
1663,Order_No_14551
645,Order_No_16360
1884,Order_No_22792
1705,Order_No_28121
1741,Order_No_180
2570,Order_No_17888
2446,Order_No_15225
1128,Order_No_5805
2111,Order_No_21364
1160,Order_No_9051
911,Order_No_25337
1553,Order_No_2561
1108,Order_No_19284
691,Order_No_7205
1850,Order_No_8356
609,Order_No_13382
1644,Order_No_13480
930,Order_No_15687
1986,Order_No_5992
1605,Order_No_19589
1274,Order_No_21950
1844,Order_No_17066
1864,Order_No_4900
2417,Order_No_12750
765,Order_No_13130
905,Order_No_22215
1426,Order_No_1412
1638,Order_No_21259
2468,Order_No_10629
1273,Order_No_28183
800,Order_No_9504
462,Order_No_8856
1214,Order_No_16588
-44,Order_No_16640
1448,Order_No_18267
1428,Order_No_8526
1801,Order_No_10212
1514,Order_No_15728
1292,Order_No_7934
723,Order_No_14391
2616,Order_No_11497
861,Order_No_26985
1784,Order_No_1736
643,Order_No_8112
2430,Order_No_12948
2508,Order_No_2522
684,Order_No_9315
1493,Order_No_16086
560,Order_No_18028
1031,Order_No_25042
2050,Order_No_25072
1113,Order_No_16560
1087,Order_No_6785
1234,Order_No_5674
879,Order_No_23335
982,Order_No_24269
2704,Order_No_16209
1863,Order_No_9602
1495,Order_No_10825
1271,Order_No_16657
1300,Order_No_5972
1277,Order_No_23516
414,Order_No_5731
3389,Order_No_26959
1657,Order_No_12510
1633,Order_No_25592
1309,Order_No_157
2951,Order_No_6675
1558,Order_No_26538
1890,Order_No_25083
2495,Order_No_23893
2661,Order_No_16608
3516,Order_No_11571
3314,Order_No_7871
815,Order_No_2789
1096,Order_No_4522
1300,Order_No_8736
2630,Order_No_14349
707,Order_No_24455
150,Order_No_19389
2446,Order_No_5559
1770,Order_No_26394
1251,Order_No_26341
2579,Order_No_15367
584,Order_No_19089
1489,Order_No_7010
900,Order_No_24195
719,Order_No_17907
1623,Order_No_10135
1407,Order_No_26212
2557,Order_No_9065
1643,Order_No_1976
2286,Order_No_26332
1333,Order_No_4877
1988,Order_No_14546
3213,Order_No_28230
918,Order_No_24615
1195,Order_No_26355
1267,Order_No_10848
1646,Order_No_18565
1423,Order_No_6708
1668,Order_No_14439
886,Order_No_4913
1456,Order_No_14515
1639,Order_No_18056
513,Order_No_12188
2240,Order_No_5413
883,Order_No_17508
1569,Order_No_16622
1546,Order_No_21188
1839,Order_No_18792
2331,Order_No_2577
221,Order_No_8145
2634,Order_No_7837
1030,Order_No_1206
1668,Order_No_7996
2465,Order_No_23716
1654,Order_No_18231
1825,Order_No_4221
1193,Order_No_14802
1247,Order_No_22396
1747,Order_No_13713
796,Order_No_20690
1158,Order_No_9846
1316,Order_No_8870
2836,Order_No_8437
2551,Order_No_15567
1324,Order_No_22604
1576,Order_No_28115
3319,Order_No_14578
1885,Order_No_6163
1191,Order_No_9770
886,Order_No_19537
3146,Order_No_20554
1053,Order_No_4482
1137,Order_No_4770
3528,Order_No_24442
1052,Order_No_13192
-936,Order_No_20797
1302,Order_No_13214
1063,Order_No_8699
1493,Order_No_1678
1689,Order_No_5605
1549,Order_No_8422
1451,Order_No_27321
-6,Order_No_19030
2951,Order_No_8152
631,Order_No_15176
1833,Order_No_9688
1482,Order_No_590
1068,Order_No_17474
1029,Order_No_11300
1896,Order_No_18934
2743,Order_No_8967
1709,Order_No_13917
1237,Order_No_2657
2123,Order_No_9628
1765,Order_No_13096
1652,Order_No_15766
1961,Order_No_27131
4531,Order_No_14530
1187,Order_No_10563
1604,Order_No_6990
2043,Order_No_1970
2099,Order_No_21270
1366,Order_No_16123
901,Order_No_25225
1777,Order_No_9133
1665,Order_No_19478
915,Order_No_26487
1049,Order_No_23220
1405,Order_No_24611
748,Order_No_26783
1147,Order_No_8424
1201,Order_No_25017
1541,Order_No_340
821,Order_No_11178
2707,Order_No_12431
1126,Order_No_19611
1679,Order_No_21376
2476,Order_No_14637
1328,Order_No_8668
1252,Order_No_19010
1789,Order_No_14601
1488,Order_No_27113
1469,Order_No_5142
2633,Order_No_25288
741,Order_No_8771
2270,Order_No_1248
1557,Order_No_11858
2189,Order_No_8264
2866,Order_No_21737
2529,Order_No_26130
1727,Order_No_1799
2521,Order_No_6677
2992,Order_No_9885
2804,Order_No_14353
1173,Order_No_19184
1771,Order_No_2240
986,Order_No_17187
1618,Order_No_14143
1062,Order_No_14053
1664,Order_No_5905
2964,Order_No_20412
2507,Order_No_22259
454,Order_No_16558
1801,Order_No_19288
5682,Order_No_13992
2880,Order_No_13972
125,Order_No_27404
664,Order_No_12062
2586,Order_No_8477
916,Order_No_367
1865,Order_No_4109
1705,Order_No_24899
2151,Order_No_19938
1434,Order_No_25969
2195,Order_No_8379
363,Order_No_17960
2024,Order_No_21081
1875,Order_No_17788
1797,Order_No_659
2722,Order_No_15437
1447,Order_No_6215
383,Order_No_7036
2541,Order_No_27714
393,Order_No_4787
1637,Order_No_25359
2313,Order_No_8678
920,Order_No_813
2063,Order_No_16159
1951,Order_No_24941
2451,Order_No_5224
1196,Order_No_14918
193,Order_No_13511
1763,Order_No_27785
3327,Order_No_7771
1186,Order_No_22257
1201,Order_No_23090
731,Order_No_19437
2009,Order_No_23365
1269,Order_No_19245
1678,Order_No_6082
2717,Order_No_10457
1328,Order_No_13991
428,Order_No_18566
2148,Order_No_8745
1937,Order_No_23781
1705,Order_No_22378
2505,Order_No_5957
776,Order_No_24719
-531,Order_No_28083
1399,Order_No_3568
2165,Order_No_13809
336,Order_No_23615
575,Order_No_4565
157,Order_No_6689
643,Order_No_20270
2991,Order_No_5355
2216,Order_No_18936
990,Order_No_21915
1299,Order_No_5769
1888,Order_No_24600
1155,Order_No_2516
705,Order_No_2741
2163,Order_No_10411
821,Order_No_113
2462,Order_No_1411
583,Order_No_11580
1123,Order_No_3184
944,Order_No_5625
5733,Order_No_26936
2147,Order_No_3176
1223,Order_No_5264
1968,Order_No_23798
2051,Order_No_2217
542,Order_No_19227
2896,Order_No_20606
2111,Order_No_7680
915,Order_No_25392
1332,Order_No_1409
1700,Order_No_4154
264,Order_No_3305
2570,Order_No_13539
1312,Order_No_18106
1545,Order_No_25675
862,Order_No_23816
1513,Order_No_2137
138,Order_No_4071
1570,Order_No_320
612,Order_No_18898
2680,Order_No_10113
2499,Order_No_25382
1272,Order_No_18659
1812,Order_No_19258
2394,Order_No_18835
3062,Order_No_20994
1212,Order_No_8944
2666,Order_No_7276
1432,Order_No_8520
999,Order_No_6801
3459,Order_No_27515
2140,Order_No_17106
2690,Order_No_5235
2012,Order_No_21765
2603,Order_No_2474
353,Order_No_12747
781,Order_No_5718
1860,Order_No_15841
1304,Order_No_1933
231,Order_No_832
862,Order_No_3257
1406,Order_No_17050
1679,Order_No_17972
1410,Order_No_14395
2358,Order_No_25934
2054,Order_No_25925
1775,Order_No_27344
2903,Order_No_4976
3123,Order_No_23035
1682,Order_No_19949
590,Order_No_3482
1539,Order_No_15494
815,Order_No_24712
2915,Order_No_609
1520,Order_No_23803
635,Order_No_6463
856,Order_No_5868
730,Order_No_6377
459,Order_No_9795
1265,Order_No_2098
360,Order_No_1762
2280,Order_No_7725
3506,Order_No_24840
1300,Order_No_1405
2609,Order_No_5551
662,Order_No_18680
1289,Order_No_14488
2336,Order_No_17521
2082,Order_No_28258
1445,Order_No_27434
2281,Order_No_9085
1438,Order_No_7831
1996,Order_No_10613
1234,Order_No_17205
1103,Order_No_27359
3139,Order_No_1372
2398,Order_No_21894
1871,Order_No_21813
141,Order_No_18318
2816,Order_No_18396
1505,Order_No_25332
2362,Order_No_19941
878,Order_No_4328
1472,Order_No_26199
2232,Order_No_4508
1927,Order_No_10900
857,Order_No_16923
1811,Order_No_17359
1710,Order_No_18211
1909,Order_No_26578
2434,Order_No_1516
247,Order_No_273
1566,Order_No_22061
2486,Order_No_21980
670,Order_No_28007
1524,Order_No_10216
2004,Order_No_26029
3868,Order_No_27076
822,Order_No_19952
1220,Order_No_14336
2212,Order_No_7503
1315,Order_No_8955
1024,Order_No_20258
2203,Order_No_5661
1007,Order_No_5648
3129,Order_No_7702
1861,Order_No_16965
1480,Order_No_26500
1632,Order_No_6040
1491,Order_No_25800
1302,Order_No_11121
2024,Order_No_23689
1494,Order_No_17335
1926,Order_No_4410
356,Order_No_16054
1149,Order_No_22406
2958,Order_No_6340
511,Order_No_10370
1174,Order_No_14622
793,Order_No_17195
793,Order_No_22397
2261,Order_No_15077
1902,Order_No_997
1236,Order_No_204
1883,Order_No_11360
854,Order_No_22787
2622,Order_No_13537
2360,Order_No_25741
1416,Order_No_3804
1121,Order_No_1692
988,Order_No_21459
1032,Order_No_9401
3637,Order_No_13612
682,Order_No_7319
664,Order_No_776
1409,Order_No_10012
4016,Order_No_16243
2316,Order_No_8950
856,Order_No_16574
1573,Order_No_16436
1896,Order_No_23162
370,Order_No_9760
2505,Order_No_16271
1848,Order_No_21104
1727,Order_No_14449
1009,Order_No_14679
578,Order_No_21638
-654,Order_No_7762
1539,Order_No_5381
915,Order_No_9298
1324,Order_No_17800
1059,Order_No_5580
1832,Order_No_22046
2289,Order_No_15144
2723,Order_No_19799
1755,Order_No_28141
1728,Order_No_8230
2822,Order_No_23462
1978,Order_No_5188
2168,Order_No_27427
1123,Order_No_25830
669,Order_No_18383
1254,Order_No_20250
398,Order_No_6310
1153,Order_No_4762
454,Order_No_19757
493,Order_No_7455
1382,Order_No_14733
666,Order_No_20866
1598,Order_No_21490
1255,Order_No_28057
1302,Order_No_27900
507,Order_No_7354
466,Order_No_6864
2263,Order_No_5514
1069,Order_No_7873
470,Order_No_11049
547,Order_No_23784
1670,Order_No_6194
715,Order_No_511
2450,Order_No_8202
557,Order_No_5121
1533,Order_No_2790
2871,Order_No_9503
1183,Order_No_24498
2385,Order_No_6737
1836,Order_No_8932
428,Order_No_6516
445,Order_No_22060
2032,Order_No_19880
1589,Order_No_11254
2543,Order_No_22807
1578,Order_No_22976
851,Order_No_10153
1182,Order_No_540
1497,Order_No_21149
376,Order_No_4184
2252,Order_No_18295
881,Order_No_27780
1210,Order_No_4944
1467,Order_No_23754
1486,Order_No_4101
1937,Order_No_14097
1957,Order_No_25589
888,Order_No_746
2727,Order_No_28192
1731,Order_No_10608
912,Order_No_18799
1545,Order_No_5945
3196,Order_No_11567
2891,Order_No_16234
770,Order_No_24914
2965,Order_No_3897
2394,Order_No_11377
2058,Order_No_11017
1761,Order_No_27175
1833,Order_No_3365
891,Order_No_9830
1065,Order_No_5600
1692,Order_No_10415
1316,Order_No_14921
1284,Order_No_3538
1224,Order_No_270
400,Order_No_24445
1787,Order_No_19967
1466,Order_No_12177
1761,Order_No_5574
1740,Order_No_23761
1836,Order_No_20802
918,Order_No_13906
2037,Order_No_5812
3459,Order_No_25697
1500,Order_No_3075
205,Order_No_12409
1159,Order_No_1837
1227,Order_No_11158
1494,Order_No_25178
569,Order_No_4282
1634,Order_No_10812
1006,Order_No_21061
215,Order_No_2064
508,Order_No_18920
3519,Order_No_15104
2368,Order_No_26131
1756,Order_No_8001
1696,Order_No_11748
1687,Order_No_25835
1278,Order_No_9426
2295,Order_No_26093
427,Order_No_8531
2104,Order_No_6197
2854,Order_No_7128
263,Order_No_26742
1314,Order_No_14794
2049,Order_No_24488
487,Order_No_16298
1849,Order_No_12045
1190,Order_No_10398
2989,Order_No_2328
2381,Order_No_6993
696,Order_No_15337
2005,Order_No_6747
947,Order_No_12790
2458,Order_No_8730
1837,Order_No_12530
1064,Order_No_8653
712,Order_No_3396
808,Order_No_7040
1654,Order_No_953
960,Order_No_11623
1730,Order_No_10853
58,Order_No_27102
2618,Order_No_22047
1647,Order_No_22817
2246,Order_No_20232
1393,Order_No_27807
1549,Order_No_11621
2863,Order_No_8433
806,Order_No_19295
1637,Order_No_6155
319,Order_No_13104
1037,Order_No_11507
1280,Order_No_17505
1904,Order_No_21718
1565,Order_No_17404
2104,Order_No_14949
402,Order_No_14889
402,Order_No_18719
1850,Order_No_9632
1192,Order_No_7382
1722,Order_No_28064
862,Order_No_7216
3918,Order_No_11865
1672,Order_No_3793
1630,Order_No_1198
1374,Order_No_11224
2046,Order_No_24716
2366,Order_No_1606
1866,Order_No_3046
899,Order_No_5554
1618,Order_No_453
1142,Order_No_4709
1081,Order_No_5759
2264,Order_No_15008
1562,Order_No_26009
1103,Order_No_1535
1035,Order_No_15914
1542,Order_No_8259
1458,Order_No_10045
1605,Order_No_10265
692,Order_No_18209
1795,Order_No_6088
1386,Order_No_15249
1797,Order_No_23361
1448,Order_No_11820
1655,Order_No_16517
1055,Order_No_13046
3378,Order_No_24403
314,Order_No_2211
1130,Order_No_2324
3517,Order_No_2359
948,Order_No_18850
1346,Order_No_24932
1062,Order_No_26190
1633,Order_No_18205
1655,Order_No_7540
1867,Order_No_8578
852,Order_No_24917
1019,Order_No_636
3075,Order_No_15750
3145,Order_No_12978
468,Order_No_5831
-391,Order_No_18355
1444,Order_No_1016
1443,Order_No_13268
3490,Order_No_13003
1842,Order_No_1697
1474,Order_No_14448
2435,Order_No_13108
3808,Order_No_6802
1854,Order_No_14454
1060,Order_No_23903
2468,Order_No_4106
664,Order_No_14689
1389,Order_No_11355
2029,Order_No_16455
709,Order_No_15972
1733,Order_No_1121
1818,Order_No_23767
155,Order_No_12454
3253,Order_No_2183
2261,Order_No_10395
871,Order_No_23792
1181,Order_No_1122
2192,Order_No_2353
889,Order_No_21219
2843,Order_No_6700
2084,Order_No_26034
2169,Order_No_13386
-53,Order_No_3755
4203,Order_No_17307
2535,Order_No_23049
2308,Order_No_26899
2945,Order_No_25833
473,Order_No_3828
1125,Order_No_13454
2455,Order_No_23590
987,Order_No_20451
241,Order_No_2757
2313,Order_No_13692
2008,Order_No_24450
1407,Order_No_5596
1360,Order_No_23973
-157,Order_No_18147
1667,Order_No_16903
1912,Order_No_18036
801,Order_No_19219
1385,Order_No_10413
1584,Order_No_13515
4417,Order_No_4864
1170,Order_No_22422
2294,Order_No_23183
1500,Order_No_8015
2252,Order_No_22657
2561,Order_No_18025
1645,Order_No_23184
3339,Order_No_21169
1175,Order_No_19984
1051,Order_No_98
2229,Order_No_10418
640,Order_No_27376
961,Order_No_23582
3247,Order_No_11804
396,Order_No_13210
3133,Order_No_20615
895,Order_No_13936
1846,Order_No_22658
3407,Order_No_4269
4141,Order_No_11791
1868,Order_No_19481
3503,Order_No_6434
2017,Order_No_13512
835,Order_No_26682
1090,Order_No_19732
3233,Order_No_19686
659,Order_No_20272
1490,Order_No_21065
1839,Order_No_11638
427,Order_No_26140
2732,Order_No_2569
570,Order_No_8633
1969,Order_No_13149
2561,Order_No_26185
1653,Order_No_14108
1919,Order_No_7904
1102,Order_No_16467
1732,Order_No_19970
-84,Order_No_18547
-38,Order_No_16216
1036,Order_No_15145
1973,Order_No_7141
2043,Order_No_21815
1940,Order_No_11281
3177,Order_No_1043
2119,Order_No_4721
452,Order_No_22180
1332,Order_No_27518
1148,Order_No_4123
2844,Order_No_7519
1610,Order_No_25652
583,Order_No_17024
666,Order_No_11118
2250,Order_No_1128
1800,Order_No_10075
2507,Order_No_8024
676,Order_No_8934
2207,Order_No_21279
1269,Order_No_20438
1858,Order_No_27037
1568,Order_No_18603
1638,Order_No_21177
459,Order_No_7457
-3,Order_No_14620
927,Order_No_14469
3820,Order_No_11080
2418,Order_No_14153
1187,Order_No_5732
1463,Order_No_23949
234,Order_No_15927
426,Order_No_21318
1756,Order_No_27338
1672,Order_No_4386
1860,Order_No_9114
402,Order_No_16998
2330,Order_No_7895
2112,Order_No_8945
1727,Order_No_21154
1267,Order_No_3516
943,Order_No_2669
1161,Order_No_11951
517,Order_No_23684
332,Order_No_15181
1478,Order_No_1188
2612,Order_No_21284
1586,Order_No_16630
1464,Order_No_1785
897,Order_No_21789
2160,Order_No_21479
1532,Order_No_23160
710,Order_No_21519
1982,Order_No_972
383,Order_No_12761
2135,Order_No_20182
2542,Order_No_8716
2224,Order_No_10615
1154,Order_No_143
1126,Order_No_21215
889,Order_No_24519
1391,Order_No_14722
1310,Order_No_7496
1772,Order_No_6222
1394,Order_No_25548
2524,Order_No_18769
1188,Order_No_23988
1938,Order_No_2793
1140,Order_No_14082
1385,Order_No_14628
3733,Order_No_9768
1625,Order_No_23815
1354,Order_No_18823
1019,Order_No_13817
1205,Order_No_15557
3571,Order_No_13779
503,Order_No_21922
1564,Order_No_9449
1733,Order_No_6645
3403,Order_No_24718
1217,Order_No_6007
1610,Order_No_15231
690,Order_No_19658
299,Order_No_16681
360,Order_No_20181
3301,Order_No_4134
1253,Order_No_18248
1067,Order_No_24681
1645,Order_No_27897
3466,Order_No_13521
2432,Order_No_411
1582,Order_No_4116
2136,Order_No_16861
2091,Order_No_866
1922,Order_No_20516
1180,Order_No_26962
668,Order_No_19873
809,Order_No_23515
3982,Order_No_19574
1194,Order_No_16559
1522,Order_No_11723
1410,Order_No_20243
1516,Order_No_17881
2114,Order_No_19328
2456,Order_No_3604
821,Order_No_73
909,Order_No_14377
1726,Order_No_11238
4898,Order_No_432
1206,Order_No_8550
3731,Order_No_15072
1516,Order_No_27504
751,Order_No_5539
3008,Order_No_9953
1338,Order_No_2271
2765,Order_No_16344
507,Order_No_23993
3747,Order_No_26359
1285,Order_No_5431
3547,Order_No_6650
1170,Order_No_12307
2089,Order_No_25031
1097,Order_No_14987
1760,Order_No_20039
253,Order_No_7250
540,Order_No_26312
1124,Order_No_24763
521,Order_No_7975
1547,Order_No_4704
534,Order_No_22783
3516,Order_No_18743
2663,Order_No_26987
410,Order_No_1527
879,Order_No_20617
833,Order_No_9539
685,Order_No_26927
2086,Order_No_22276
2298,Order_No_11962
2805,Order_No_4499
660,Order_No_19542
1206,Order_No_9386
1475,Order_No_22969
1949,Order_No_19985
2239,Order_No_21856
128,Order_No_3752
852,Order_No_13832
3309,Order_No_9069
1453,Order_No_23071
3372,Order_No_1786
3156,Order_No_8058
2737,Order_No_21608
2007,Order_No_27429
1585,Order_No_14977
1186,Order_No_19852
2689,Order_No_3479
2324,Order_No_4495
1018,Order_No_2058
543,Order_No_2194
2258,Order_No_7325
1808,Order_No_17713
1003,Order_No_12668
1200,Order_No_21319
-65,Order_No_469
2901,Order_No_20045
567,Order_No_27728
1488,Order_No_22466
976,Order_No_16501
1464,Order_No_13598
970,Order_No_13811
1867,Order_No_21777
1987,Order_No_6043
4777,Order_No_26830
1826,Order_No_6762
2347,Order_No_15305
1827,Order_No_4408
1512,Order_No_26137
1598,Order_No_23528
1800,Order_No_3847
1212,Order_No_548
1382,Order_No_3971
2000,Order_No_22542
2653,Order_No_25995
1484,Order_No_1253
1055,Order_No_8715
656,Order_No_7484
872,Order_No_424
977,Order_No_20976
3908,Order_No_25201
1567,Order_No_7929
2401,Order_No_21643
1977,Order_No_23435
1520,Order_No_4520
1878,Order_No_1598
3335,Order_No_27941
1629,Order_No_19603
1797,Order_No_27219
244,Order_No_355
2912,Order_No_10493
685,Order_No_17691
1862,Order_No_10058
2287,Order_No_17437
2121,Order_No_25176
1440,Order_No_20320
1779,Order_No_881
1673,Order_No_21454
1246,Order_No_14836
1516,Order_No_17617
3042,Order_No_1801
172,Order_No_26074
967,Order_No_22531
1186,Order_No_16642
2148,Order_No_16425
1895,Order_No_7435
979,Order_No_20694
2932,Order_No_23221
995,Order_No_9787
1347,Order_No_22737
2376,Order_No_963
874,Order_No_12765
1806,Order_No_1908
1247,Order_No_22070
1945,Order_No_8952
586,Order_No_1286
1681,Order_No_27178
3508,Order_No_3400
2704,Order_No_10938
644,Order_No_1551
1367,Order_No_11974
1348,Order_No_14828
1985,Order_No_11624
263,Order_No_2416
3553,Order_No_21593
1696,Order_No_9187
996,Order_No_25212
-69,Order_No_15486
1123,Order_No_19160
1858,Order_No_17349
1038,Order_No_25973
2165,Order_No_23523
2115,Order_No_2878
2830,Order_No_3922
112,Order_No_892
1257,Order_No_15263
417,Order_No_24652
2959,Order_No_13128
2110,Order_No_15120
337,Order_No_6692
1802,Order_No_28107
1977,Order_No_27257
1224,Order_No_25286
1890,Order_No_7910
1924,Order_No_2927
2170,Order_No_3917
1921,Order_No_24039
408,Order_No_22705
1441,Order_No_18268
2762,Order_No_14678
1510,Order_No_25422
1631,Order_No_11691
1910,Order_No_3035
1123,Order_No_26176
707,Order_No_27183
1920,Order_No_25478
1943,Order_No_5838
1196,Order_No_15961
1157,Order_No_17773
1735,Order_No_15683
1741,Order_No_17716
1405,Order_No_3614
1448,Order_No_4425
1970,Order_No_23380
890,Order_No_15718
302,Order_No_16049
1188,Order_No_19917
759,Order_No_4233
927,Order_No_24142
-463,Order_No_13
2147,Order_No_25192
967,Order_No_5765
828,Order_No_14568
2051,Order_No_10915
1176,Order_No_21799
1238,Order_No_7077
1383,Order_No_12330
2360,Order_No_10157
1399,Order_No_2121
999,Order_No_5502
219,Order_No_22550
1173,Order_No_26944
855,Order_No_21839
2173,Order_No_4056
495,Order_No_25685
2937,Order_No_7190
1512,Order_No_19836
2438,Order_No_17254
274,Order_No_19257
2083,Order_No_2791
437,Order_No_7301
841,Order_No_9870
1407,Order_No_27786
1323,Order_No_18600
2053,Order_No_15823
1623,Order_No_23080
1050,Order_No_13238
61,Order_No_17591
2333,Order_No_8558
1568,Order_No_1421
2065,Order_No_6113
781,Order_No_12896
3069,Order_No_14324
1110,Order_No_14668
452,Order_No_6943
1714,Order_No_4646
1946,Order_No_12341
430,Order_No_8278
1581,Order_No_14907
1257,Order_No_16573
1456,Order_No_27082
523,Order_No_23473
2881,Order_No_10519
2456,Order_No_16785
62,Order_No_5204
1087,Order_No_4651
925,Order_No_25977
-80,Order_No_22483
2272,Order_No_1393
1980,Order_No_21884
1116,Order_No_19617
980,Order_No_8580
1238,Order_No_18606
3275,Order_No_7401
2808,Order_No_3642
980,Order_No_23827
2722,Order_No_7573
932,Order_No_17394
2735,Order_No_22379
2000,Order_No_18516
152,Order_No_4157
1346,Order_No_22608
461,Order_No_18319
401,Order_No_676
1272,Order_No_5942
2658,Order_No_21732
1663,Order_No_5569
2010,Order_No_22130
1602,Order_No_16097
3340,Order_No_2399
815,Order_No_1137
2867,Order_No_25516
1562,Order_No_23322
1876,Order_No_6470
1454,Order_No_26996
1813,Order_No_11672
3466,Order_No_27806
1305,Order_No_23838
1081,Order_No_23200
2107,Order_No_4885
1277,Order_No_22036
2308,Order_No_10624
225,Order_No_3777
1510,Order_No_7368
-40,Order_No_10152
1749,Order_No_14596
1483,Order_No_6131
-202,Order_No_2931
1799,Order_No_21438
2385,Order_No_5875
1675,Order_No_3859
504,Order_No_7915
1128,Order_No_15665
475,Order_No_14605
1392,Order_No_1590
772,Order_No_25039
374,Order_No_25313
1746,Order_No_5177
2106,Order_No_21858
1878,Order_No_11001
1639,Order_No_15381
275,Order_No_26705
1094,Order_No_9093
1075,Order_No_24299
2292,Order_No_27790
1781,Order_No_21520
1406,Order_No_9594
1696,Order_No_10420
1934,Order_No_17278
1493,Order_No_8570
2576,Order_No_7855
451,Order_No_25704
357,Order_No_12107
1022,Order_No_21943
2628,Order_No_28178
1224,Order_No_16168
258,Order_No_4782
1742,Order_No_8992
1743,Order_No_15974
893,Order_No_1431
1498,Order_No_23346
2500,Order_No_24626
3261,Order_No_16544
1884,Order_No_13652
1105,Order_No_27476
2796,Order_No_27497
1206,Order_No_5748
893,Order_No_28189
2011,Order_No_4892
2038,Order_No_22557
2060,Order_No_2417
1058,Order_No_17251
1568,Order_No_24444
2201,Order_No_1974
1922,Order_No_6299
399,Order_No_26054
449,Order_No_17874
4211,Order_No_18795
1342,Order_No_6947
1056,Order_No_27221
676,Order_No_7244
1109,Order_No_19817
1045,Order_No_18542
2251,Order_No_9911
1896,Order_No_4445
2098,Order_No_226
1446,Order_No_11535
295,Order_No_11284
1788,Order_No_13458
2067,Order_No_14442
1573,Order_No_20685
1469,Order_No_16404
1955,Order_No_25650
902,Order_No_818
1612,Order_No_14594
2093,Order_No_15440
844,Order_No_16673
467,Order_No_6512
718,Order_No_23247
2536,Order_No_15959
1167,Order_No_16383
1542,Order_No_17403
1882,Order_No_19561
2337,Order_No_27832
166,Order_No_24733
2560,Order_No_15429
1346,Order_No_12894
2907,Order_No_27727
937,Order_No_11568
1754,Order_No_13195
957,Order_No_16359
2009,Order_No_806
66,Order_No_12687
1080,Order_No_1757
487,Order_No_25510
2403,Order_No_17033
670,Order_No_23294
3449,Order_No_728
2470,Order_No_21158
1726,Order_No_16636
774,Order_No_27604
275,Order_No_14887
622,Order_No_5644
688,Order_No_18915
885,Order_No_22974
2325,Order_No_8291
3878,Order_No_10363
274,Order_No_6331
1716,Order_No_15921
1869,Order_No_1264
2019,Order_No_22283
2446,Order_No_10902
2295,Order_No_12960
403,Order_No_20260
820,Order_No_5929
2391,Order_No_20283
913,Order_No_7572
729,Order_No_8350
1729,Order_No_8854
1386,Order_No_11575
1333,Order_No_7819
1475,Order_No_9793
802,Order_No_6759
1606,Order_No_12820
1314,Order_No_16139
-443,Order_No_6666
624,Order_No_11373
894,Order_No_21541
1334,Order_No_9977
1774,Order_No_19299
1149,Order_No_22457
2340,Order_No_7676
813,Order_No_13432
326,Order_No_27961
587,Order_No_2279
37,Order_No_23202
2002,Order_No_5233
2005,Order_No_3015
18,Order_No_11466
2129,Order_No_22786
679,Order_No_18595
3361,Order_No_6275
2239,Order_No_17395
1958,Order_No_8729
1567,Order_No_17087
1435,Order_No_21625
1903,Order_No_8561
834,Order_No_26986
1418,Order_No_14184
2989,Order_No_23524
2616,Order_No_8304
1453,Order_No_3988
778,Order_No_8931
1425,Order_No_7279
1232,Order_No_24315
381,Order_No_3173
1574,Order_No_18250
719,Order_No_27715
1275,Order_No_308
2677,Order_No_7394
1367,Order_No_3640
1183,Order_No_6223
1935,Order_No_25643
1181,Order_No_323
1329,Order_No_3831
885,Order_No_13187
280,Order_No_2440
-248,Order_No_20842
1523,Order_No_7795
2098,Order_No_20400
876,Order_No_16509
1436,Order_No_3733
3314,Order_No_27551
2301,Order_No_23875
1661,Order_No_6999
1848,Order_No_25380
-126,Order_No_13119
2458,Order_No_18601
2479,Order_No_4471
1493,Order_No_10616
2224,Order_No_28265
644,Order_No_4630
1370,Order_No_2726
1483,Order_No_24453
1175,Order_No_4537
421,Order_No_22124
1771,Order_No_23082
2008,Order_No_14685
2112,Order_No_4612
2524,Order_No_3764
2323,Order_No_20796
2130,Order_No_27831
354,Order_No_4082
227,Order_No_15302
1782,Order_No_28164
1489,Order_No_17025
3151,Order_No_2317
2839,Order_No_10038
1264,Order_No_26725
638,Order_No_9675
1906,Order_No_12518
2242,Order_No_8734
1165,Order_No_21276
2827,Order_No_16248
1788,Order_No_8939
2046,Order_No_10745
857,Order_No_8529
793,Order_No_17674
1472,Order_No_20406
490,Order_No_23036
1437,Order_No_26558
1431,Order_No_13244
1254,Order_No_7048
2872,Order_No_26846
979,Order_No_19140
1798,Order_No_15996
1484,Order_No_3170
757,Order_No_17136
1513,Order_No_27316
1320,Order_No_12398
1515,Order_No_17987
1875,Order_No_18280
1124,Order_No_16370
1170,Order_No_20473
4190,Order_No_27337
1265,Order_No_12944
1348,Order_No_11511
2927,Order_No_17475
633,Order_No_15
381,Order_No_23494
2428,Order_No_14182
1869,Order_No_3748
817,Order_No_14445
259,Order_No_4557
1767,Order_No_18931
1553,Order_No_21511
